,sentence,sentence ID,paragraphID
668,the heart move the blood throughout the body.,7,377
669,Blood can bring the oxygen to different cell in the body.,8,377
670,the virus find a animal cell.,1,381
671,the virus attach to the cell 's surface.,2,381
672,the cell swallow the virus.,3,381
673,the virus ' rna be release into the cell.,4,381
674,the cell mistakenly read the virus ' rna instead of it own.,5,381
675,the cell create new virus.,6,381
676,the animal cell release the new virus.,7,381
677,the new virus can infect more cell.,8,381
678,bacteria enter the body.,1,382
679,bloodstream.,2,382
680,cell in the body be attack.,3,382
681,cell be kill.,4,382
682,different kind of sickness be form.,5,382
683,contact be make with a virus.,1,384
684,the virus enter the human or animal body.,2,384
685,the virus go to the part of the body that contain it food.,3,384
686,the virus consume part of the body or material that the body use.,4,384
687,the virus replicate and spread.,5,384
688,the virus cause symptom in the body a the immune system try to expel the virus.,6,384
689,Waters flow downwards thanks to gravity.,1,388
690,enter the dam at high pressure.,2,388
691,the move water spin the turbine in the power plant.,3,388
692,the turbine turn the generator.,4,388
693,"the generator spin, and produce electricity.",5,388
694,the water leave the dam at the bottom.,6,388
695,a reservoir be form.,1,390
696,the collect water convert the water 's from kinectic to potential.,2,390
697,the water be force through a turbine under the reservoir.,3,390
698,the turbine spin and so do the generator connect to it.,4,390
699,the water 's energy ii turn nto electrical energy.,5,390
700,the transformer convert electrical energy from the generator to a high voltage.,6,390
701,the national grid use high voltage to transmit electricity through the power line.,7,390
702,Coal be crush.,1,391
703,the coal be burn at high temperature inside a boiler.,2,391
704,the heat generate convert water to steam.,3,391
705,the steam spin propeller blade in the turbine.,4,391
706,the spinning turbine rotate coil in the generator.,5,391
707,the rotating coil produce electricity.,6,391
708,the electricity can be send through the power grid.,7,391
709,the coal be pulverize to a very fine powder.,1,392
710,the coal powder be mix with hot air and blow into the firebox of the boiler.,2,392
711,Water pump through pipe inside the boiler be turn into steam by the heat.,3,392
712,the pressure of the steam push against a series of giant blade turn the turbine shaft.,4,392
713,turbine shaft be connect to the shaft of the generator.,5,392
714,the magnet inside the generator spin within wire coil to produce electricity.,6,392
715,the coal be place in a heater.,1,393
716,the coal be super heat.,2,393
717,the heat be connect to a boiler.,3,393
718,the boiler be full of water.,4,393
719,the heat turn the water into steam.,5,393
720,the steam turn a generator.,6,393
721,the generator produce the electricity.,7,393
722,fuel produce heat.,1,394
723,Water be boil to make steam.,2,394
724,steam spin turbine.,3,394
725,generator be turn.,4,394
726,make electricity.,5,394
727,electricity transfer to transformer.,6,394
728,produce the correct voltage.,7,394
729,uranium fuel be place in the nuclear reactor.,1,396
730,the uranium atom be split ( fission ) to produce heat.,2,396
731,the heat be use to turn water into steam.,3,396
732,the steam drive a turbine.,4,396
733,the turbine spin a genator.,5,396
734,the spinning generator create electricity.,6,396
735,wind pas the turbine and move the blade.,1,397
736,the shaft of the turbine spin.,2,397
737,shaft be connect to a generator.,3,397
738,the generator use the spin of the shaft to rotate a rotor.,4,397
739,"the rotor spin inside the core, which have magnet inside surround by wire loop inside.",5,397
740,the spinning of the rotor in the core generate electricity.,6,397
741,the be set up and produce with conductor.,1,400
742,they be set up to take the sun ray.,2,400
743,the sun heat up the element.,3,400
744,the element create energy.,4,400
745,the energy be turn into electricity.,5,400
746,solar panel be make up of two type of silicon.,1,401
747,Sun shine on solar panel.,2,401
748,sunlight go into the top half of the solar panel.,3,401
749,sunlight travel into the bottom half of the solar panel.,4,401
750,"the "" jump "" between the two half can be use to make direct current.",5,401
751,"a solar "" inverter "" change the direct current to alternate current.",6,401
752,alternate current can be use to power thing in you house.,7,401
753,light enter the eye.,1,409
754,the lens focus light through the vitreous humor.,2,409
755,the cornea focus through the eye 's internal lens.,3,409
756,the retina receive the image.,4,409
757,the retina transform this image into electrical impulse.,5,409
758,the impulse travel along the optic nerve to the brain.,6,409
759,the brain decode the impuse.,7,409
760,the cornea help to focus light.,1,410
761,light pas to the iris.,2,410
762,the pupil within the iris expand or contract to control the amount of light enter the eye.,3,410
763,the retina convert the light that reach the retina into a electric signal.,4,410
764,send the signal to the brain.,5,410
765,the brain translate the electrical signal into the image a person see.,6,410
766,"visual perception begin a soon a the eye focus light onto the retina, where it be absorb by a layer of photoreceptor cell.",1,411
767,"these cell convert light into electrochemical signal, and be divide into two type, rod.",2,411
768,cone.,3,411
769,signal from the photoreceptor cell pas through a network of interneuron in the second layer of the retina to ganglion cell in the third layer.,4,411
770,the neuron in these two retinal layer exhibit complex receptive field that enable they to detect contrast change within a image; these change might indicate edge or shadow.,5,411
771,the optic nerve primarily route information via the thalamus to the cerebral cortex.,6,411
772,"information concern moving target and information govern scanning of the eye travel to a second site in the brainstem, a nucleu call the superior colliculus.",7,411
773,"most projection from the retina travel via the optic nerve to a part of the thalamus call the lateral geniculate nucleu ( LGN ), deep in the center of the brain.",8,411
774,sound wafe enter you outer ear.,1,412
775,Travel through ear canal to you ear drum.,2,412
776,eardrum vibrate with the incoming sound.,3,412
777,send the vibration to three tiny bone in you middle ear.,4,412
778,Bones in you middle ear amplify the vibration.,5,412
779,send they to you inner ear.,6,412
780,the vibration activate tiny hair cell in you inner ear.,7,412
781,the hair cell release neurochemical messenger.,8,412
782,you auditory nerve carry the message to you brain.,9,412
783,the brain translate the message so you can understand.,10,412
784,something make a sound and make sound wafe.,1,413
785,"sound wafe be "" collect "" by the the outer ear.",2,413
786,sound wafe travel through the middle ear.,3,413
787,sound wafe hit the eardrum.,4,413
788,vibration from the eardrum cause very small bone in the inner ear to move.,5,413
789,the small bone in the inner ear give information about sound to the cochlea.,6,413
790,the cochlea help turn the sound vibration into nerve signal.,7,413
791,the brain can take these nerve signal and can register a sound to you because of they.,8,413
792,a blood clot form in the break.,1,416
793,cell in the clot keep foreign object out.,2,416
794,cell create a soft callous.,3,416
795,mineral be add to the callous.,4,416
796,the callous harden because of the mineral.,5,416
797,the callous be remove by other cell.,6,416
798,excess bone be remove.,7,416
799,the bone be restore to it initial shape and strength.,8,416
800,Coal be harvest from a coal mine.,1,422
801,the coal be transport either by train or truck to power station.,2,422
802,the coal be burn in a furnace.,3,422
803,Water be turn into steam in the boiler.,4,422
804,the steam be cool in cooling tower.,5,422
805,the steam turn the turbine.,6,422
806,the generator make electricity.,7,422
807,the electricity be send through transformer.,8,422
808,a mine be excavate in the side of a mountain.,1,423
809,miner enter the mine.,2,423
810,miner remove the coal from the mine.,3,423
811,the coal be place into cart or on a conveyor belt.,4,423
812,the coal be move up to the surface.,5,423
813,the coal be load onto a truck.,6,423
814,the truck take the coal to a power station.,7,423
815,crude oil be pump from the ground.,1,424
816,the crude oil be put into a tanker truck.,2,424
817,the crude oil be deliver to a oil refinery.,3,424
818,impurity be remove from the oil.,4,424
819,the oil be bottle.,5,424
820,the bottle oil be deliver to gas station by truck.,6,424
821,the oil be extract from the ground by drilling.,1,425
822,oil be transport to a refinery.,2,425
823,the oil be refine into a more useful product.,3,425
824,the gas make from the refining be load onto tank truck.,4,425
825,the truck deliver the gas to gas station.,5,425
826,Nitrogen exist naturally in the atmosphere.,1,429
827,"bacteria in soil "" fix "" the nitrogen.",2,429
828,Nitrogen be now usable by live thing.,3,429
829,plant absorb this usable nitrogen through they root.,4,429
830,animal eat the plant.,5,429
831,animal make waste.,6,429
832,uneaten plant die.,7,429
833,Nitrogen re-enter the soil.,8,429
834,different bacteria turn nitrogen back into a gas - base form.,9,429
835,gas - base nitrogen re-enter the atmosphere.,10,429
836,trash be make during household activity.,1,430
837,trash be collect within the house.,2,430
838,sometimes trash be sort into recycling.,3,430
839,trash be put out at the curbside.,4,430
840,the city collect the trash.,5,430
841,the trash be place into a truck.,6,430
842,the truck drive to a landfill.,7,430
843,the trash be unload.,8,430
844,sometimes the trash might be sort more.,9,430
845,the trash be put into the landfill.,10,430
846,trash be put into a household trashbag.,1,431
